timestamp_utc,kind,run_idx,k_tokens_s,k_tokens_s_std,model,tokenizer,seq_len,batch_size,gpu,n_runs,warmup,batches_per_run,auto_batch,min_token
2026-02-01T23:31:16.270296+00:00,run,0,68.58921072375364,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,1,68.5555771945571,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,2,68.57060192669955,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,3,68.56539745894877,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,4,68.5687526641737,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,5,68.5674485188924,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,6,68.57494795654276,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,7,68.58002912364509,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,8,68.57646698553228,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,run,9,68.58822067309438,,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
2026-02-01T23:31:16.270296+00:00,summary,,68.57366532258398,0.009855025899749676,zhihan1996/DNABERT-2-117M,zhihan1996/DNABERT-2-117M,256,3802,1,10,3,5,1,6
