timestamp_utc,kind,run_idx,k_tokens_s,k_tokens_s_std,model,tokenizer,seq_len,batch_size,gpu,n_runs,warmup,batches_per_run,auto_batch
2026-02-01T19:42:01.983961+00:00,run,0,31.74222726998068,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,1,31.740095719725275,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,2,31.736810095401026,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,3,31.73185715587914,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,4,31.711456571439925,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,5,31.714972512206952,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,6,31.7134569659435,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,7,31.715930054013505,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,8,31.718861040570545,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,run,9,31.716491884215188,,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
2026-02-01T19:42:01.983961+00:00,summary,,31.724215926937575,0.011465453329827771,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,2048,132,0,10,3,5,1
