ID,gene_name
ENSG00000293596.2,SCREEM1
ENSG00000295354.1,ENSG00000295354
ENSG00000231265.2,TRERNA1
ENSG00000306218.1,ENSG00000306218
ENSG00000306197.1,ENSG00000306197
ENSG00000244687.13,UBE2V1
ENSG00000124208.16,PEDS1-UBE2V1
ENSG00000306244.1,ENSG00000306244
ENSG00000240849.11,PEDS1
ENSG00000237595.8,LINC01275
ENSG00000231742.7,LINC01273
ENSG00000277449.2,CEBPB-AS1
ENSG00000172216.7,CEBPB
ENSG00000295351.1,ENSG00000295351
ENSG00000297799.1,ENSG00000297799
ENSG00000224397.10,PELATON
ENSG00000310479.1,ENSG00000310479
ENSG00000310489.1,ENSG00000310489
ENSG00000310500.1,ENSG00000310500
ENSG00000310504.1,ENSG00000310504
ENSG00000203999.11,LINC01270
ENSG00000233077.3,LINC01271
ENSG00000302805.1,ENSG00000302805
ENSG00000302834.1,ENSG00000302834
ENSG00000302879.1,ENSG00000302879
ENSG00000302857.1,ENSG00000302857
ENSG00000295707.1,ENSG00000295707
ENSG00000244376.3,RN7SL636P
ENSG00000231715.1,COX6CP2
ENSG00000196396.10,PTPN1
ENSG00000239742.3,RN7SL672P
ENSG00000305805.1,ENSG00000305805
ENSG00000201501.1,Y_RNA
ENSG00000232043.1,ENSG00000232043
ENSG00000208018.1,MIR645
ENSG00000042062.13,RIPOR3
ENSG00000221091.1,MIR1302-5
ENSG00000231302.1,RPL36P2
ENSG00000234693.2,RIPOR3-AS1
ENSG00000300865.1,ENSG00000300865
ENSG00000295170.1,ENSG00000295170
ENSG00000295191.1,ENSG00000295191
ENSG00000124171.9,PARD6B
ENSG00000124243.19,BCAS4
ENSG00000230043.1,TMSB4XP6
ENSG00000101126.18,ADNP
ENSG00000228663.1,PSMD10P1
ENSG00000259456.5,ADNP-AS1
ENSG00000000419.14,DPM1
ENSG00000124217.5,MOCS3
ENSG00000232358.2,ENSG00000232358
ENSG00000026559.14,KCNG1
ENSG00000300609.1,ENSG00000300609
ENSG00000300633.1,ENSG00000300633
ENSG00000300651.1,ENSG00000300651
ENSG00000279835.1,ENSG00000279835
ENSG00000228820.2,RPSAP1
ENSG00000300496.1,ENSG00000300496
ENSG00000300516.1,ENSG00000300516
ENSG00000101096.20,NFATC2
ENSG00000266761.1,MIR3194
ENSG00000304242.1,ENSG00000304242
ENSG00000309004.1,ENSG00000309004
ENSG00000306327.1,ENSG00000306327
ENSG00000054793.14,ATP9A
ENSG00000215444.2,RPL29P35
ENSG00000303179.1,ENSG00000303179
ENSG00000101115.13,SALL4
ENSG00000227964.1,LINC01429
ENSG00000295844.1,ENSG00000295844
ENSG00000252467.1,RNU6-347P
ENSG00000252654.1,RNU7-6P
ENSG00000295866.1,ENSG00000295866
ENSG00000295855.1,ENSG00000295855
ENSG00000020256.20,ZFP64
ENSG00000287511.1,ENSG00000287511
ENSG00000233347.1,ERP29P1
ENSG00000234948.3,LINC01524
ENSG00000299762.1,ENSG00000299762
ENSG00000299786.1,ENSG00000299786
ENSG00000299732.1,ENSG00000299732
ENSG00000225785.1,ENSG00000225785
ENSG00000275958.1,ENSG00000275958
ENSG00000232465.1,ENSG00000232465
ENSG00000234821.1,MRPS33P4
ENSG00000299708.1,ENSG00000299708
ENSG00000307442.1,ENSG00000307442
ENSG00000286250.2,ENSG00000286250
ENSG00000232286.1,ENSG00000232286
ENSG00000304154.1,ENSG00000304154
ENSG00000230636.1,RPL36P1
ENSG00000293887.1,ENSG00000293887
ENSG00000182463.17,TSHZ2
ENSG00000306668.1,ENSG00000306668
ENSG00000199218.1,RN7SKP184
ENSG00000286865.2,ENSG00000286865
ENSG00000223492.1,ENSG00000223492
ENSG00000227705.1,ENSG00000227705
ENSG00000299507.1,ENSG00000299507
ENSG00000271774.1,ENSG00000271774
ENSG00000231703.2,ENSG00000231703
ENSG00000224530.1,PPIAP10
ENSG00000259723.1,ENSG00000259723
ENSG00000206959.1,Y_RNA
ENSG00000197670.6,ZNF217-AS1
ENSG00000171940.14,ZNF217
ENSG00000235415.2,ENSG00000235415
ENSG00000293654.1,ENSG00000293654
ENSG00000295990.1,ENSG00000295990
ENSG00000296006.1,ENSG00000296006
ENSG00000238468.1,RNU7-14P
ENSG00000295973.1,ENSG00000295973
ENSG00000287886.2,ENSG00000287886
ENSG00000225563.2,ENSG00000225563
ENSG00000303825.1,ENSG00000303825
ENSG00000297380.1,ENSG00000297380
ENSG00000297167.1,ENSG00000297167
ENSG00000304955.1,ENSG00000304955
ENSG00000294109.1,ENSG00000294109
ENSG00000241721.1,SUMO1P1
ENSG00000308538.1,ENSG00000308538
ENSG00000236352.2,ENSG00000236352
ENSG00000064787.14,BCAS1
ENSG00000286587.2,ENSG00000286587
ENSG00000265595.1,MIR4756
ENSG00000019186.10,CYP24A1
ENSG00000310298.1,ENSG00000310298
ENSG00000101132.11,PFDN4
ENSG00000286229.1,ENSG00000286229
ENSG00000101134.12,DOK5
ENSG00000252089.1,RNU4ATAC7P
ENSG00000185834.10,RPL12P4
ENSG00000235166.9,LINC01440
ENSG00000224008.2,LINC01441
ENSG00000275923.1,ENSG00000275923
ENSG00000287478.2,ENSG00000287478
ENSG00000307735.1,ENSG00000307735
ENSG00000286006.3,ENSG00000286006
ENSG00000054803.4,CBLN4
ENSG00000300587.1,ENSG00000300587
ENSG00000222118.1,RNA5SP487
ENSG00000124089.4,MC3R
ENSG00000235594.1,ENSG00000235594
ENSG00000230843.2,ENSG00000230843
ENSG00000124098.10,FAM210B
ENSG00000087586.18,AURKA
ENSG00000101138.12,CSTF1
ENSG00000087589.17,CASS4
ENSG00000228601.1,RPL39P
ENSG00000303540.1,ENSG00000303540
ENSG00000022277.13,RTF2
ENSG00000124091.10,GCNT7
ENSG00000124103.10,FAM209A
ENSG00000280387.1,ENSG00000280387
ENSG00000213714.1,FAM209B
ENSG00000287079.1,ENSG00000287079
ENSG00000225657.3,LINC01716
ENSG00000214541.3,RPS4XP3
ENSG00000305558.1,ENSG00000305558
ENSG00000289199.3,ENSG00000289199
ENSG00000295546.1,ENSG00000295546
ENSG00000087510.7,TFAP2C
ENSG00000307191.1,ENSG00000307191
ENSG00000252091.1,RNU6-1146P
ENSG00000231604.3,ENSG00000231604
ENSG00000241821.3,RN7SL170P
ENSG00000307207.1,ENSG00000307207
ENSG00000237000.1,PTMAP6
ENSG00000304895.1,ENSG00000304895
ENSG00000304966.1,ENSG00000304966
ENSG00000207158.1,RNU6-929P
ENSG00000304933.1,ENSG00000304933
ENSG00000304949.1,ENSG00000304949
ENSG00000304916.1,ENSG00000304916
ENSG00000304980.1,ENSG00000304980
ENSG00000298519.1,ENSG00000298519
ENSG00000303393.1,ENSG00000303393
ENSG00000300800.1,ENSG00000300800
ENSG00000309136.1,ENSG00000309136
ENSG00000297537.1,ENSG00000297537
ENSG00000231078.1,ENSG00000231078
ENSG00000203266.3,ENSG00000203266
ENSG00000288086.1,ENSG00000288086
ENSG00000288946.2,ENSG00000288946
ENSG00000294457.1,ENSG00000294457
ENSG00000280220.1,ENSG00000280220
ENSG00000101144.13,BMP7
ENSG00000293741.1,ENSG00000293741
ENSG00000235032.2,BMP7-AS1
ENSG00000226308.3,ENSG00000226308
ENSG00000303497.1,ENSG00000303497
ENSG00000252064.1,Y_RNA
ENSG00000266666.1,MIR4325
ENSG00000231005.1,RPL39P39
ENSG00000054796.13,SPO11
ENSG00000305985.1,ENSG00000305985
ENSG00000101146.13,RAE1
ENSG00000228995.1,MTND1P9
ENSG00000218018.5,RBM38-AS1
ENSG00000132819.17,RBM38
ENSG00000307683.1,ENSG00000307683
ENSG00000296630.1,ENSG00000296630
ENSG00000302982.1,ENSG00000302982
ENSG00000286052.1,ENSG00000286052
ENSG00000303004.1,ENSG00000303004
ENSG00000124097.8,HMGB1P1
ENSG00000124092.13,CTCFL
ENSG00000304247.1,ENSG00000304247
ENSG00000294263.1,ENSG00000294263
ENSG00000294251.1,ENSG00000294251
ENSG00000301279.1,ENSG00000301279
ENSG00000124253.11,PCK1
ENSG00000299797.1,ENSG00000299797
ENSG00000306353.1,ENSG00000306353
ENSG00000299846.1,ENSG00000299846
ENSG00000227297.1,ENSG00000227297
ENSG00000124256.15,ZBP1
ENSG00000303009.1,ENSG00000303009
ENSG00000303030.1,ENSG00000303030
ENSG00000124225.16,PMEPA1
ENSG00000308203.1,ENSG00000308203
ENSG00000278709.2,NKILA
ENSG00000294467.1,ENSG00000294467
ENSG00000263453.1,ENSG00000263453
ENSG00000299989.1,ENSG00000299989
ENSG00000303885.1,ENSG00000303885
ENSG00000299687.1,ENSG00000299687
ENSG00000203971.3,ENSG00000203971
ENSG00000302198.1,ENSG00000302198
ENSG00000275852.2,LINC01742
ENSG00000225708.7,ENSG00000225708
ENSG00000270411.1,HSPD1P19
ENSG00000303272.1,ENSG00000303272
ENSG00000303288.1,ENSG00000303288
ENSG00000124237.6,CIMIP1
ENSG00000306582.1,ENSG00000306582
ENSG00000306557.1,ENSG00000306557
ENSG00000124227.6,ANKRD60
ENSG00000291067.2,ENSG00000291067
ENSG00000124224.20,PPP4R1L
ENSG00000124209.4,RAB22A
ENSG00000124164.16,VAPB
ENSG00000198768.11,APCDD1L
ENSG00000231290.8,APCDD1L-DT
ENSG00000295904.1,ENSG00000295904
ENSG00000254620.1,ENSG00000254620
ENSG00000295917.1,ENSG00000295917
ENSG00000268941.2,LINC01711
ENSG00000124222.23,STX16
ENSG00000254995.4,STX16-NPEPL1
ENSG00000309781.1,ENSG00000309781
ENSG00000215440.12,NPEPL1
ENSG00000254419.1,ENSG00000254419
ENSG00000237121.1,PIEZO1P2
ENSG00000270279.1,ENSG00000270279
ENSG00000302935.1,ENSG00000302935
ENSG00000302965.1,ENSG00000302965
ENSG00000268649.5,ENSG00000268649
ENSG00000284040.1,MIR296
ENSG00000216031.1,MIR298
ENSG00000235590.10,GNAS-AS1
ENSG00000293655.1,ENSG00000293655
ENSG00000087460.29,GNAS
ENSG00000276859.1,ENSG00000276859
ENSG00000276722.1,ENSG00000276722
ENSG00000274491.1,ENSG00000274491
ENSG00000275069.1,ENSG00000275069
ENSG00000225806.9,ENSG00000225806
ENSG00000270951.1,ENSG00000270951
ENSG00000303576.1,ENSG00000303576
ENSG00000285091.1,ENSG00000285091
ENSG00000284985.1,ENSG00000284985
ENSG00000101158.15,NELFCD
ENSG00000101160.15,CTSZ
ENSG00000101162.4,TUBB1
ENSG00000124172.10,ATP5F1E
ENSG00000289837.2,ENSG00000289837
ENSG00000101166.16,PRELID3B
ENSG00000308438.1,ENSG00000308438
ENSG00000232925.2,MRPS16P2
ENSG00000124203.7,ZNF831
ENSG00000308239.1,ENSG00000308239
ENSG00000124205.18,EDN3
ENSG00000225129.1,ENSG00000225129
ENSG00000230352.1,ENSG00000230352
ENSG00000286309.2,ENSG00000286309
ENSG00000294804.1,ENSG00000294804
ENSG00000307134.1,ENSG00000307134
ENSG00000233686.3,PIEZO1P1
ENSG00000287752.2,ENSG00000287752
ENSG00000227282.1,ENSG00000227282
ENSG00000087495.17,PHACTR3
ENSG00000238194.2,PHACTR3-AS1
ENSG00000238777.1,RNU7-141P
ENSG00000196074.13,SYCP2
ENSG00000196227.11,FAM217B
ENSG00000132825.7,PPP1R3D
ENSG00000124215.17,CDH26
ENSG00000296379.1,ENSG00000296379
ENSG00000297617.1,ENSG00000297617
ENSG00000228340.9,MIR646HG
ENSG00000276093.1,ENSG00000276093
ENSG00000309312.1,ENSG00000309312
ENSG00000207802.1,MIR646
ENSG00000309272.1,ENSG00000309272
ENSG00000309290.1,ENSG00000309290
ENSG00000229690.1,MTCO2P1
ENSG00000305753.1,ENSG00000305753
ENSG00000305725.1,ENSG00000305725
ENSG00000266140.1,MIR4533
ENSG00000306324.1,ENSG00000306324
ENSG00000265617.1,MIR548AG2
ENSG00000298927.1,ENSG00000298927
ENSG00000302709.1,ENSG00000302709
ENSG00000297696.1,ENSG00000297696
ENSG00000276627.4,ENSG00000276627
ENSG00000261035.1,ENSG00000261035
ENSG00000229755.1,ENSG00000229755
ENSG00000229606.3,LINC01718
ENSG00000289577.3,ENSG00000289577
ENSG00000301747.1,ENSG00000301747
ENSG00000293822.1,ENSG00000293822
ENSG00000179242.16,CDH4
ENSG00000286232.1,ENSG00000286232
ENSG00000276786.1,ENSG00000276786
ENSG00000277270.3,ENSG00000277270
ENSG00000299321.1,ENSG00000299321
ENSG00000179253.3,ENSG00000179253
ENSG00000225106.2,ENSG00000225106
ENSG00000303394.1,ENSG00000303394
ENSG00000130699.20,TAF4
ENSG00000284193.1,MIR1257
ENSG00000301891.1,ENSG00000301891
ENSG00000235018.1,RPL17P48
ENSG00000283078.2,ENSG00000283078
ENSG00000265306.1,MIR3195
ENSG00000297946.1,ENSG00000297946
ENSG00000289236.2,ENSG00000289236
ENSG00000149657.20,LSM14B
ENSG00000101182.15,PSMA7
ENSG00000184402.15,SS18L1
ENSG00000289537.3,ENSG00000289537
ENSG00000101181.18,MTG2
ENSG00000101180.17,HRH3
ENSG00000130703.17,OSBPL2
ENSG00000130706.13,ADRM1
ENSG00000226332.2,ENSG00000226332
ENSG00000130702.15,LAMA5
ENSG00000284074.1,MIR4758
ENSG00000228812.10,LAMA5-AS1
ENSG00000300340.1,ENSG00000300340
ENSG00000293974.1,ENSG00000293974
ENSG00000293761.1,ENSG00000293761
ENSG00000273619.3,RPS21-DT
ENSG00000171858.18,RPS21
ENSG00000149679.12,CABLES2
ENSG00000275437.1,ENSG00000275437
ENSG00000130701.4,RBBP8NL
ENSG00000233017.4,ENSG00000233017
ENSG00000130700.7,GATA5
ENSG00000272050.1,ENSG00000272050
ENSG00000296597.1,ENSG00000296597
ENSG00000296577.1,ENSG00000296577
ENSG00000306877.1,ENSG00000306877
ENSG00000295226.1,ENSG00000295226
ENSG00000260542.1,ENSG00000260542
ENSG00000289548.3,ENSG00000289548
ENSG00000174403.18,CRMA
ENSG00000174407.16,MIR1-1HG
ENSG00000199017.2,MIR1-1
ENSG00000284508.1,MIR133A2
ENSG00000226094.1,RPL7P3
ENSG00000264490.3,ENSG00000264490
ENSG00000273812.3,LINC02970
ENSG00000289634.1,ENSG00000289634
ENSG00000295639.1,ENSG00000295639
ENSG00000295619.1,ENSG00000295619
ENSG00000295703.1,ENSG00000295703
ENSG00000229882.2,ENSG00000229882
ENSG00000232121.2,ENSG00000232121
ENSG00000167046.4,ENSG00000167046
ENSG00000101187.16,SLCO4A1
ENSG00000277496.1,SLCO4A1-AS2
ENSG00000276317.1,ENSG00000276317
ENSG00000232803.1,SLCO4A1-AS1
ENSG00000297489.1,ENSG00000297489
ENSG00000237687.3,LINC00686
ENSG00000294525.1,ENSG00000294525
ENSG00000101188.5,NTSR1
ENSG00000223669.1,ENSG00000223669
ENSG00000300239.1,ENSG00000300239
ENSG00000228705.5,LINC00659
ENSG00000304909.1,ENSG00000304909
ENSG00000101189.7,MRGBP
ENSG00000229873.3,OGFR-AS1
ENSG00000060491.17,OGFR
ENSG00000092758.18,COL9A3
ENSG00000101190.13,TCFL5
ENSG00000233838.5,DPH3P1
ENSG00000302953.1,ENSG00000302953
ENSG00000236527.1,ARF4P2
ENSG00000101191.17,DIDO1
ENSG00000273759.1,ENSG00000273759
ENSG00000101193.8,GID8
ENSG00000305631.1,ENSG00000305631
ENSG00000302769.1,ENSG00000302769
ENSG00000101194.18,SLC17A9
ENSG00000303266.1,ENSG00000303266
ENSG00000125533.6,BHLHE23
ENSG00000272259.6,LINC01749
ENSG00000125514.10,LINC00029
ENSG00000237119.1,LINC01056
ENSG00000231133.9,HAR1B
ENSG00000274915.1,ENSG00000274915
ENSG00000225978.4,HAR1A
ENSG00000287324.2,ENSG00000287324
ENSG00000296514.1,ENSG00000296514
ENSG00000260416.1,ENSG00000260416
ENSG00000286628.2,ENSG00000286628
ENSG00000296824.1,ENSG00000296824
ENSG00000231977.3,ENSG00000231977
ENSG00000207598.1,MIR124-3
ENSG00000149658.18,YTHDF1
ENSG00000273821.1,ENSG00000273821
ENSG00000101197.13,BIRC7
ENSG00000266463.1,MIR3196
ENSG00000101198.15,NKAIN4
ENSG00000275620.1,FLJ16779
ENSG00000101199.13,ARFGAP1
ENSG00000266104.1,MIR4326
ENSG00000101203.17,COL20A1
ENSG00000222439.1,RNU6-994P
ENSG00000101204.18,CHRNA4
ENSG00000203900.2,ENSG00000203900
ENSG00000305182.1,ENSG00000305182
ENSG00000309924.1,ENSG00000309924
ENSG00000075043.21,KCNQ2
ENSG00000280936.1,ENSG00000280936
ENSG00000293847.1,ENSG00000293847
ENSG00000226390.1,KCNQ2-AS1
ENSG00000302022.1,ENSG00000302022
ENSG00000101210.15,EEF1A2
ENSG00000230226.2,ENSG00000230226
ENSG00000302611.1,ENSG00000302611
ENSG00000125534.11,PPDPF
ENSG00000101213.7,PTK6
ENSG00000125508.4,SRMS
ENSG00000275812.1,ENSG00000275812
ENSG00000125531.7,FNDC11
ENSG00000130589.16,HELZ2
ENSG00000101216.11,GMEB2
ENSG00000232442.4,MHENCR
ENSG00000299587.1,ENSG00000299587
ENSG00000197457.10,STMN3
ENSG00000294538.1,ENSG00000294538
ENSG00000258366.12,RTEL1
ENSG00000026036.23,RTEL1-TNFRSF6B
ENSG00000243509.6,TNFRSF6B
ENSG00000101246.20,ARFRP1
ENSG00000197114.12,ZGPAT
ENSG00000273154.3,ENSG00000273154
ENSG00000274501.1,ENSG00000274501
ENSG00000203896.10,LIME1
ENSG00000273047.1,ENSG00000273047
ENSG00000125520.14,SLC2A4RG
ENSG00000130584.12,ZBTB46
ENSG00000229299.3,ZBTB46-AS2
ENSG00000298747.1,ENSG00000298747
ENSG00000231208.5,ZBTB46-AS1
ENSG00000279610.1,C20orf181
ENSG00000268858.3,ENSG00000268858
ENSG00000183260.7,ABHD16B
ENSG00000101150.18,TPD52L2
ENSG00000290226.1,ENSG00000290226
ENSG00000101152.12,DNAJC5
ENSG00000199805.1,RNU1-134P
ENSG00000283206.1,MIR941-1
ENSG00000216141.3,MIR941-2
ENSG00000283513.1,MIR941-3
ENSG00000216195.3,MIR941-4
ENSG00000275842.1,MIR941-5
ENSG00000293818.1,ENSG00000293818
ENSG00000198276.16,UCKL1
ENSG00000284433.1,MIR1914
ENSG00000207554.1,MIR647
ENSG00000280213.1,UCKL1-AS1
ENSG00000196700.9,ZNF512B
ENSG00000302941.1,ENSG00000302941
ENSG00000130590.14,SAMD10
ENSG00000101161.8,PRPF6
ENSG00000196421.9,C20orf204
ENSG00000203883.7,SOX18
ENSG00000171703.17,TCEA2
ENSG00000237371.1,ENSG00000237371
ENSG00000171700.14,RGS19
ENSG00000274034.1,MIR6813
ENSG00000125510.18,OPRL1
ENSG00000171695.11,LKAAEAR1
ENSG00000286999.1,ENSG00000286999
ENSG00000196132.14,MYT1
ENSG00000125522.4,NPBWR2
ENSG00000300497.1,ENSG00000300497
ENSG00000203880.13,PCMTD2
ENSG00000278171.1,IL9RP5
ENSG00000232852.1,CICP4
ENSG00000293528.1,ENSG00000293528
ENSG00000149656.10,ENSG00000149656
ENSG00000310230.1,ENSG00000310230
ENSG00000274727.1,IQSEC3P3
ENSG00000279493.1,ENSG00000279493
ENSG00000277117.6,ENSG00000277117
ENSG00000279687.1,ENSG00000279687
ENSG00000280071.5,ENSG00000280071
ENSG00000275464.6,ENSG00000275464
ENSG00000280433.2,ENSG00000280433
ENSG00000279669.2,ENSG00000279669
ENSG00000279094.4,LINC01670
ENSG00000274333.5,LINC03104
ENSG00000277777.1,Y_RNA
ENSG00000299259.1,ENSG00000299259
ENSG00000279186.1,ENSG00000279186
ENSG00000279784.1,ENSG00000279784
ENSG00000279064.2,ENSG00000279064
ENSG00000274559.3,ENSG00000274559
ENSG00000280013.1,ENSG00000280013
ENSG00000280191.4,ENSG00000280191
ENSG00000280179.2,ENSG00000280179
ENSG00000275993.4,ENSG00000275993
ENSG00000301217.1,ENSG00000301217
ENSG00000310452.1,ENSG00000310452
ENSG00000300807.1,ENSG00000300807
ENSG00000288187.2,ENSG00000288187
ENSG00000274790.1,Y_RNA
ENSG00000275496.5,ENSG00000275496
ENSG00000280019.1,ENSG00000280019
ENSG00000279709.1,ENSG00000279709
ENSG00000278903.6,ENSG00000278903
ENSG00000276902.1,Y_RNA
ENSG00000274276.6,ENSG00000274276
ENSG00000275895.8,ENSG00000275895
ENSG00000276076.6,ENSG00000276076
ENSG00000308817.1,ENSG00000308817
ENSG00000308804.1,ENSG00000308804
ENSG00000280145.4,ENSG00000280145
ENSG00000279788.1,ENSG00000279788
ENSG00000279728.1,ENSG00000279728
ENSG00000280164.2,ENSG00000280164
ENSG00000279998.1,ENSG00000279998
ENSG00000305963.1,ENSG00000305963
ENSG00000284550.1,hsa-mir-8069-1
ENSG00000280172.1,ENSG00000280172
ENSG00000279751.1,ENSG00000279751
ENSG00000280018.5,ENSG00000280018
ENSG00000279477.1,ENSG00000279477
ENSG00000278884.1,ENSG00000278884
ENSG00000277067.5,ENSG00000277067
ENSG00000274046.1,Y_RNA
ENSG00000301877.1,ENSG00000301877
ENSG00000280330.1,CTBP2P10
ENSG00000307424.1,ENSG00000307424
ENSG00000279303.1,ENSG00000279303
ENSG00000298852.1,ENSG00000298852
ENSG00000279647.1,ENSG00000279647
ENSG00000279895.1,ENSG00000279895
ENSG00000276077.5,LINC03105
ENSG00000274484.1,Y_RNA
ENSG00000299096.1,ENSG00000299096
ENSG00000294710.1,ENSG00000294710
ENSG00000305532.1,ENSG00000305532
ENSG00000279177.1,CTBP2P9
ENSG00000277991.5,ENSG00000277991
ENSG00000308244.1,ENSG00000308244
ENSG00000276546.1,Y_RNA
ENSG00000273590.6,ENSG00000273590
ENSG00000277277.4,ENSG00000277277
ENSG00000278961.3,ENSG00000278961
ENSG00000276289.6,ENSG00000276289
ENSG00000279967.1,ENSG00000279967
ENSG00000304013.1,ENSG00000304013
ENSG00000278996.2,ENSG00000278996
ENSG00000295792.1,ENSG00000295792
ENSG00000275950.1,MIR6724-1
ENSG00000275664.1,ENSG00000275664
ENSG00000275708.1,MIR3648-1
ENSG00000277437.1,ENSG00000277437
ENSG00000280800.1,ENSG00000280800
ENSG00000278233.1,RNA5-8SN2
ENSG00000286155.1,ENSG00000286155
ENSG00000286252.1,ENSG00000286252
ENSG00000286057.1,ENSG00000286057
ENSG00000286012.1,ENSG00000286012
ENSG00000309985.1,ENSG00000309985
ENSG00000274060.1,MIR6724-2
ENSG00000277671.1,ENSG00000277671
ENSG00000281383.1,ENSG00000281383
ENSG00000277739.1,5_8S_rRNA
ENSG00000280441.4,ENSG00000280441
ENSG00000301656.1,ENSG00000301656
ENSG00000277379.1,MIR6724-3
ENSG00000274868.1,ENSG00000274868
ENSG00000280614.1,ENSG00000280614
ENSG00000275215.1,RNA5-8SN3
ENSG00000286267.1,ENSG00000286267
ENSG00000286146.1,ENSG00000286146
ENSG00000286054.1,ENSG00000286054
ENSG00000286178.1,ENSG00000286178
ENSG00000303477.1,ENSG00000303477
ENSG00000275692.1,MIR6724-4
ENSG00000278775.1,ENSG00000278775
ENSG00000281181.1,ENSG00000281181
ENSG00000278189.1,RNA5-8SN1
ENSG00000286149.1,ENSG00000286149
ENSG00000286032.1,ENSG00000286032
ENSG00000286091.1,ENSG00000286091
ENSG00000286148.1,ENSG00000286148
ENSG00000301596.1,ENSG00000301596
ENSG00000279990.1,RPSAP68
ENSG00000279615.1,ENSG00000279615
ENSG00000279167.1,ENSG00000279167
ENSG00000279579.4,LINC01666
ENSG00000286033.2,ENSG00000286033
ENSG00000279213.1,SNX18P10
ENSG00000306153.1,ENSG00000306153
ENSG00000280243.1,MTCO1P1
ENSG00000278931.1,ENSG00000278931
ENSG00000264462.1,MIR3648-2
ENSG00000264063.1,ENSG00000264063
ENSG00000291050.2,TEKT4P2
ENSG00000279501.1,ENSG00000279501
ENSG00000293623.1,ENSG00000293623
ENSG00000279414.1,CDRT15P9
ENSG00000304224.1,ENSG00000304224
ENSG00000280436.1,ENSG00000280436
ENSG00000188681.14,TEKT4P2
ENSG00000279720.1,SOWAHCP2
ENSG00000279381.1,ENSG00000279381
ENSG00000295673.1,ENSG00000295673
ENSG00000310022.1,ENSG00000310022
ENSG00000278932.7,ENSG00000278932
ENSG00000310045.1,ENSG00000310045
ENSG00000279718.1,SNX18P12
ENSG00000310061.1,ENSG00000310061
ENSG00000279208.1,ENSG00000279208
ENSG00000293062.2,ENSG00000293062
ENSG00000279864.4,NCOR1P4
ENSG00000309615.1,ENSG00000309615
ENSG00000279211.1,ENSG00000279211
ENSG00000309577.1,ENSG00000309577
ENSG00000275631.1,U1
ENSG00000301428.1,ENSG00000301428
ENSG00000296512.1,ENSG00000296512
ENSG00000293035.2,LINC01667
ENSG00000280081.5,LINC01667
ENSG00000279783.1,ENSG00000279783
ENSG00000264002.2,RN7SL52P
ENSG00000252199.1,SNORA70
ENSG00000279321.1,ENSG00000279321
ENSG00000293037.2,ENSG00000293037
ENSG00000270533.3,ENSG00000270533
ENSG00000280372.1,ENSG00000280372
ENSG00000279851.3,ENSG00000279851
ENSG00000279062.1,CDRT15P8
ENSG00000277693.3,ENSG00000277693
ENSG00000275945.1,EIF3FP1
ENSG00000307116.1,ENSG00000307116
ENSG00000275592.1,VN1R7P
ENSG00000297483.1,ENSG00000297483
ENSG00000293834.1,ENSG00000293834
ENSG00000278106.1,ENSG00000278106
ENSG00000290523.2,ENSG00000290523
ENSG00000187172.16,BAGE2
ENSG00000273840.2,ENSG00000273840
ENSG00000274391.5,TPTE
ENSG00000278678.1,CYCSP41
ENSG00000273872.1,SLC25A15P4
ENSG00000276556.1,ENSG00000276556
ENSG00000277282.1,IGHV1OR21-1
ENSG00000229306.1,ENSG00000229306
ENSG00000309886.1,ENSG00000309886
ENSG00000290568.2,ENSG00000290568
ENSG00000224309.8,ANKRD30BP2
ENSG00000207097.1,RNU6-614P
ENSG00000168122.4,ZNF355P
ENSG00000237202.1,BNIP3P43
ENSG00000298605.1,ENSG00000298605
ENSG00000297036.1,ENSG00000297036
ENSG00000280108.2,ENSG00000280108
ENSG00000294575.1,ENSG00000294575
ENSG00000185390.2,FGF7P2
ENSG00000175302.5,ANKRD30BP1
ENSG00000266211.1,MIR3156-3
ENSG00000226930.1,GTF2IP2
ENSG00000219280.1,VN1R8P
ENSG00000228159.3,LINC01674
ENSG00000228184.1,SNX19P1
ENSG00000179381.8,OR4K11P
ENSG00000218549.2,OR4K12P
ENSG00000166351.11,POTED
ENSG00000207476.1,RNU6-286P
ENSG00000266299.1,MIR3118-1
ENSG00000278381.1,ENSG00000278381
ENSG00000227874.1,GRAMD4P1
ENSG00000214319.2,CXADRP1
ENSG00000279773.1,ENSG00000279773
ENSG00000273692.1,LONRF2P5
ENSG00000299540.1,ENSG00000299540
ENSG00000278618.1,MIR8069
ENSG00000229231.1,FEM1AP1
ENSG00000224922.1,ENSG00000224922
ENSG00000173231.6,TERF1P1
ENSG00000232797.1,FAM207CP
ENSG00000224860.1,GXYLT1P2
ENSG00000215562.2,CNN2P7
ENSG00000234538.1,ZNF114P1
ENSG00000290541.2,CYP4F29P
ENSG00000228314.2,CYP4F29P
ENSG00000230965.1,SNX18P13
ENSG00000290581.1,ENSG00000290581
ENSG00000215559.9,ANKRD20A11P
ENSG00000203616.2,RHOT1P2
ENSG00000291280.2,ENSG00000291280
ENSG00000223287.1,RNU6-954P
ENSG00000183249.8,NF1P3
ENSG00000233442.2,PPP6R2P1
ENSG00000275170.1,FRG2MP
ENSG00000224905.9,ENSG00000224905
ENSG00000300210.1,ENSG00000300210
ENSG00000249493.1,ANKRD20A18P
ENSG00000201812.1,RNA5SP488
ENSG00000277572.1,ENSG00000277572
ENSG00000188992.12,LIPI
ENSG00000240755.1,ERLEC1P1
